UR	at.ka.ʔi.tsa.tɡeo	Stress	Ident(high)	Ident(spread_gl)	Ident(long)	Ident(low)	Ident(front)	Ident(back)	Nocoda	Onset	Agree(LABIAL)	*Complex Coda	Align-R	Dep	Align-L	Max	Ident(voice)	*[+consonantal, -voice]	*[+consonantal, +CORONAL]	Agree(front)	*CC	*Complex Onset
	ka.ka.ʔi.tʐa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2!	4	3	1	2	2
	at.ka.ʔi.td͡za.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	5	4	1	3	2
	ka.ka.ʔəi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	5	3	2	2	2
	ka.ka.ki.tsa.dɡeo	na	1!	0	0	1	0	0	0	0	0	0	0	2	1	2	1	5	3	1	2	2
	ka.ka.ʔi.qsa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	1	5	2	1	2	2
	at.ka.ʔi.tsa.təɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	6	4	1	2	1
	ka.ka.ʔi.tsa.dg͡beo	na	0	0	0	0	0	0	0	0	1!	0	0	1	1	1	1	5	3	1	2	2
	at.k͡pa.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	1	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.qsa.tɡeo	na	1!	0	0	1	1	1	1	1	0	0	0	0	0	0	0	6	3	1	3	2
	ka.qa.ʔi.tsa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ɡa.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	5	4	1	3	2
	ka.ka.ʔi.tsa.dɡeʉ	na	1!	0	0	0	0	1	0	0	0	0	1	1	1	1	1	5	3	1	2	2
	ka.ɡ+a.ʔi.tsa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	2	4	3	1	2	2
	at.ka.ʔi.tsa.tɉ͡ʝeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	5	1	3	2
	ka.ka.ʔi.tsɑ.dɡeo	na	0	0	0	0	0	1!	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔɯ.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tħa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	1	5	2	1	2	2
	ka.ka.ʔi.tsa.dɡʰeo	na	0	1!	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.k̠͡x̠a.ʔi.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.ts.dɡeo	na	1!	0	0	1	1	1	1	0	0	1	0	1	1	2	0	5	3	1	3	2
	at.ka.ʔi.tʰsa.tɡeo	na	0	1!	0	0	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.t͡ɕa.ʔi.tsa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	1	5	4	1	2	2
	at.ka.ʔi.tsa.tk͡peo	na	0	0	0	0	0	0	1!	1	1	0	0	0	0	0	1	7	4	1	3	2
	ka.ka.ʔɨ.tsa.dɡeo	na	0	0	0	0	1!	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔi.tza.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	5	4	1	3	2
	ka.ka.ʔe.tsa.dɡeo	na	1!	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.ta.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	2!	1	4	2	1	1	1
	ka.ka.ʔi.tsa.dɡeɤ	na	0	0	0	0	0	0	0	0	0	0	1!	1	1	1	1	5	3	1	2	2
	at.ka.ʔi.t̪͡θsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
	kɨ.ka.ʔi.tsa.dɡeo	na	2!	0	0	2	2	2	0	0	0	0	0	0	1	0	3	5	3	1	2	2
	at.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	5	4	1	3	2
	ka.ka.ʔɨː.tsa.dɡeo	na	0	0	1!	0	1	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.tsɘ.dɡeo	na	0	0	0	1!	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.tʰsa.dɡeo	na	0	1!	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.kʌ.ʔi.tsa.tɡeo	na	0	0	0	1!	0	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.t̪͡θɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.dɡeʔo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	6	3	0	2	2
	at.ka.ʔi.tsa.tɡ+͡ɣ+ʰeo	na	0	1!	0	0	1	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	et.ka.ʔi.tsa.tɡeo	na	0	0	0	1!	1	0	1	1	0	0	0	0	1	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.tɡeɤ	na	0	0	0	0	0	0	1!	1	0	0	1	0	0	0	0	6	4	1	3	2
	at.kæː.ʔi.tsa.tɡeo	na	0	0	1!	0	1	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsəa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	5	3	1	2	2
	ka.ka.ʔi.ʔtsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	6	3	1	3	2
	kaː.ka.ʔi.tsa.dɡeo	na	2!	0	1	2	2	2	0	0	0	0	0	0	1	0	3	5	3	1	2	2
	ka.ka.ʔi.tsa.dɡɰo	na	1!	0	0	0	1	1	0	0	0	0	0	1	1	1	1	5	3	0	3	2
	ka.ka.ʔi.tsa.ɡɡeo	na	1!	0	0	1	0	0	0	0	0	0	0	1	1	1	1	5	2	1	2	2
	at.ka.ʔi.tsa.tɡeuː	na	1!	0	1	0	0	0	1	1	0	0	1	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsɨ.dɡeo	na	1!	0	0	1	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.pi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.tɡo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	1	0	6	4	0	3	2
	ka.kɘ.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	2	1	5	3	1	2	2
	at.kaə.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	6	4	1	3	2
	ka.ka.ʔiə.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	5	3	2	2	2
	ka.k͡pa.ʔi.tsa.dɡeo	na	1!	0	0	1	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔi.tsa.tdeo	na	1!	0	0	1	0	0	1	1	0	0	0	0	0	0	0	6	5	1	3	2
	ka.kaə.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	3!	1	2	1	5	3	1	2	2
	at.ka.ʔi.tsa.t͡ɬɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.kəː.ʔi.tsa.tɡeo	na	0	0	1!	1	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ɑt.ka.ʔi.tsa.tɡeo	na	0	0	0	0	0	1!	1	1	0	0	0	0	1	0	0	6	4	1	3	2
	ka.kɤ.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	2	1	5	3	1	2	2
	ɡ+a.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4	3	1	2	2
	ka.ka.ʔi.tsʔa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	6	3	1	3	2
	at.ka.ʔi.tʂa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.əka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	2	0	0	0	1	0	0	0	6	4	1	2	2
	at.kʰa.ʔi.tsa.tɡeo	na	0	1!	0	0	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.tɡeʊ	na	1!	0	0	0	0	0	1	1	0	0	1	0	0	0	0	6	4	1	3	2
	at.k+ʰa.ʔi.tsa.tɡeo	na	0	1!	0	0	1	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ɤt.ka.ʔi.tsa.tɡeo	na	0	0	0	1!	0	1	1	1	0	0	0	0	1	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.ɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	2!	0	5	2	1	1	1
	ɛt.ka.ʔi.tsa.tɡeo	na	0	0	0	1!	1	0	1	1	0	0	0	0	1	0	0	6	4	1	3	2
	ka.ka.ʈi.tsa.dɡeo	na	1!	0	0	1	0	0	0	0	0	0	0	2	1	2	1	5	4	1	2	2
	ka.ka.ʔi.tsa.dɡao	na	0	0	0	1!	1	0	0	0	0	0	0	1	1	1	1	5	3	0	2	2
	at.ka.ʔi.tsa.tɡ̠̠͡ɣ̠ʰeo	na	0	1!	0	0	1	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.ʈsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ak̠.ka.ʔi.tsa.tɡeo	na	1!	0	0	1	1	1	1	1	0	0	0	0	0	0	0	6	3	1	3	2
	at.ka.ʔi.tsa.tɡeɔː	na	0	0	1!	0	0	0	1	1	0	0	1	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.tɡ̠̠͡ɣ̠eo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.qɡeo	na	1!	0	0	1	1	1	1	1	0	0	0	0	0	0	0	6	3	1	3	2
	t͡ɕa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	4!	1	2	2
	ka.ʔa.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ɨt.ka.ʔi.tsa.tɡeo	na	1!	0	0	1	0	0	1	1	0	0	0	0	1	0	0	6	4	1	3	2
	at.ka.ʔi.tɕa.tɡeo	na	1!	0	0	1	1	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔy.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ak+.ka.ʔi.tsa.tɡeo	na	1!	0	0	1	1	1	1	1	0	0	0	0	0	0	0	6	3	1	3	2
	at.ka.ʔi.ʈsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsɘː.tɡeo	na	0	0	1!	1	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.tɡao	na	0	0	0	1!	1	0	1	1	0	0	0	0	0	0	0	6	4	0	3	2
	at.ka.ʔi.tsa.tɡeʉ	na	1!	0	0	0	0	1	1	1	0	0	1	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.tɡew	na	1!	0	0	0	0	0	2	1	0	0	1	0	0	0	0	6	4	0	3	2
	ka.ka.ʔi.tsa.dʔɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	6	3	1	3	2
	ɡ͡ɣa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	4	3	1	2	2
	ka.k.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	1!	0	0	0	0	1	1	2	1	5	3	1	3	2
	at.k+͡x+a.ʔi.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tx+a.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	1	5	2	1	2	2
	ka.ka.ʔi.tsa.dɡæːo	na	0	0	1!	1	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	k+ʰa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.qa.ʔi.tsa.tɡeo	na	1!	0	0	0	1	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ɡ̠̠͡ɣ̠a.ʔi.tsa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	2	4	3	1	2	2
	ka.ka.ʔʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	3!	1	2	1	6	3	1	3	3
	at.ka.ʔi.tsa.ɖɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	5	4	1	3	2
	at.ka.ʔj.tsa.tɡeo	na	0	0	0	0	0	0	2!	1	0	1	0	0	0	0	0	6	4	1	5	3
	k̠ʰa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.tsɘː.dɡeo	na	0	0	1!	1	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.k+͡x+ʰa.ʔi.tsa.dɡeo	na	1!	1	0	1	1	1	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.tsaː.dɡeo	na	0	0	1!	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.tsa.dɡew	na	1!	0	0	0	0	0	1	0	0	0	1	1	1	1	1	5	3	0	2	2
	ka.ka.ʔi.tsa.dk͡xeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2!	6	3	1	2	2
	at.ka.ʔɨː.tsa.tɡeo	na	0	0	1!	0	1	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsaə.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.td͡ʑeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	5	1	3	2
	ka.ka.ʔi.tɕa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔɨ.tsa.tɡeo	na	0	0	0	0	1!	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.dk+eo	na	0	0	0	0	1!	1	0	0	0	0	0	1	1	1	2	6	3	1	2	2
	at.ta.ʔi.tsa.tɡeo	na	1!	0	0	1	0	0	1	1	0	0	0	0	0	0	0	6	5	1	3	2
	at.kə.ʔi.tsa.tɡeo	na	0	0	0	1!	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tʃa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.x̠a.ʔi.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	k͡xa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ɡa.ʔi.tsa.dɡeo	na	1!	0	0	1	0	0	0	0	0	0	0	1	1	1	2	4	3	1	2	2
	ka.ka.ʔi.t̪͡θsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ɡ̠a.ʔi.tsa.dɡeo	na	1!	0	0	1	1	1	0	0	0	0	0	1	1	1	2	4	3	1	2	2
	at.ka.ʔi.tsa.tɖeo	na	1!	0	0	1	0	0	1	1	0	0	0	0	0	0	0	6	5	1	3	2
	kəː.ka.ʔi.tsa.dɡeo	na	2!	0	1	2	2	2	0	0	0	0	0	0	1	0	3	5	3	1	2	2
	at.x+a.ʔi.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	k͡pʰa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔi.tsa.tɡeu	na	1!	0	0	0	0	0	1	1	0	0	1	0	0	0	0	6	4	1	3	2
	ka.ɡʰa.ʔi.tsa.dɡeo	na	1!	1	0	1	0	0	0	0	0	0	0	1	1	1	2	4	3	1	2	2
	at.ka.ʔi.tsa.tŋ˗eo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.sa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	2!	1	4	2	1	1	1
	ɘːt.ka.ʔi.tsa.tɡeo	na	0	0	1!	1	0	0	1	1	0	0	0	0	1	0	0	6	4	1	3	2
	at.kɘ.ʔi.tsa.tɡeo	na	0	0	0	1!	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʈi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	5	1	3	2
	ka.ka.ʔiʔ.tsa.dɡeo	na	0	0	0	0	0	0	1!	0	0	0	0	2	1	1	1	6	3	1	3	2
	at.ɡ̠a.ʔi.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	1	5	4	1	3	2
	at.ka.ʔi.tsaʔ.tɡeo	na	0	0	0	0	0	0	2!	1	0	0	0	1	0	0	0	7	4	1	4	2
	ad.ka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	5	4	1	3	2
	ka.ka.ʔi.ətsa.dɡeo	na	0	0	0	0	0	0	0	1!	0	0	0	2	1	1	1	5	3	2	2	1
	at.ka.ʔi.tsɑː.tɡeo	na	0	0	1!	0	0	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.dɡ͡ɣeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔi.tsa.tɡʰeo	na	0	1!	0	0	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.dɡʔeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	6	3	1	3	2
	ka.ka.ʔi.tsa.dɡeʊ	na	1!	0	0	0	0	0	0	0	0	0	1	1	1	1	1	5	3	1	2	2
	at.ka.k̠i.tsa.tɡeo	na	1!	0	0	1	1	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	q͡χa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔɰ.tsa.tɡeo	na	0	0	0	0	1!	1	2	1	0	1	0	0	0	0	0	6	4	1	5	3
	at.ka.ʔi.tsa.dʰɡeo	na	0	1!	0	0	0	0	1	1	0	0	0	0	0	0	1	5	4	1	3	2
	at.ka.ʔi.tsa.tk̠eo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	1	7	4	1	3	2
	at.ka.ʔi.tsa.tɡɛo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.ʈɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	6!	3	1	2	2
	at.ka.ʔi.tsa.tŋ+eo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	atə.ka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	0	1!	0	0	0	1	0	0	0	6	4	1	2	2
	at.ka.ʔi.tsa.tk͡xeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	7	4	1	3	2
	kɤ.ka.ʔi.tsa.dɡeo	na	2!	0	0	2	2	2	0	0	0	0	0	0	1	0	3	5	3	1	2	2
	ka.kəː.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	2	1	5	3	1	2	2
	k̠͡x̠ʰa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.tsæ.dɡeo	na	0	0	0	0	1!	0	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔi.tsa.tɡʔeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	7	4	1	4	2
	at.ka.ʔi.tsa.tɡeɵː	na	0	0	1!	0	0	1	1	1	0	0	1	0	0	0	0	6	4	1	3	2
	kəa.ka.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	1	1	5	3	1	2	2
	at.ka.ʔi.tsa.tɡ͡ɣʰeo	na	0	1!	0	0	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ʔka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	7	4	1	4	3
	ka.ka.ʔi.tsa.dɡ̠̠͡ɣ̠eo	na	0	0	0	0	1!	1	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	at.ka.ʔi.tsa.tkeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	7	4	1	3	2
	at.ɡ̠̠͡ɣ̠a.ʔi.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	1	5	4	1	3	2
	ak.ka.ʔi.tsa.tɡeo	na	1!	0	0	1	0	0	1	1	0	0	0	0	0	0	0	6	3	1	3	2
	at.ɡ̠ʰa.ʔi.tsa.tɡeo	na	0	1!	0	0	1	1	1	1	0	0	0	0	0	0	1	5	4	1	3	2
	at.ka.ʔi.tsa.ʈʰɡeo	na	0	1!	0	0	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔʰi.tsa.dɡeo	na	1!	0	0	1	0	0	0	0	0	0	0	2	1	2	1	5	3	1	2	2
	ka.kɑː.ʔi.tsa.dɡeo	na	0	0	0	0	0	0	0	0	0	0	0	2!	1	2	1	5	3	1	2	2
	at.ka.ʔi.sa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	1	0	5	3	1	2	1
	at.ka.ʔi.tsa.tg͡bʰeo	na	0	1!	0	0	0	0	1	1	1	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.dʰsa.dɡeo	na	0	1!	0	0	0	0	0	0	0	0	0	1	1	1	2	4	3	1	2	2
	at.ɡ͡ɣa.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	1	5	4	1	3	2
	at.ka.ʔi.tsa.tɡɘo	na	0	0	0	0	1!	0	1	1	0	0	0	0	0	0	0	6	4	0	3	2
	at.ka.ʔi.tsa.k+ɡeo	na	1!	0	0	1	1	1	1	1	0	0	0	0	0	0	0	6	3	1	3	2
	at.ka.ʔi.tsa.tɡeːo	na	0	0	1!	0	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	at.ka.ʔi.tsa.tɡ̠ʰeo	na	0	1!	0	0	1	1	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.dbeo	na	1!	0	0	1	0	0	0	0	1	0	0	1	1	1	1	5	3	1	2	2
	ka.ka.ʔi.tsa.dɡeu	na	1!	0	0	0	0	0	0	0	0	0	1	1	1	1	1	5	3	1	2	2
	t.ka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	0	0	0	0	0	1	1	0	6	4	1	3	2
	at.ka.ʔi.təsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	6	4	1	2	1
	aət.ka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	6	4	1	3	2
	at.ka.ʔɛ.tsa.tɡeo	na	1!	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	4	1	3	2
	ap͡t.ka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	1	1	0	0	0	0	0	0	6	4	1	3	2
	ka.ka.ʔi.tsa.dɡ+͡ɣ+ʰeo	na	0	1!	0	0	1	1	0	0	0	0	0	1	1	1	1	5	3	1	2	2
	ʔat.ka.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	1!	0	0	0	0	1	1	0	0	7	4	1	3	2
	at.kaʔ.ʔi.tsa.tɡeo	na	0	0	0	0	0	0	2!	1	0	0	0	1	0	0	0	7	4	1	4	2
	at.ka.ʔi.tsa.ʔtɡeo	na	0	0	0	0	0	0	1!	1	0	0	0	1	0	0	0	7	4	1	4	2
	at.ka.ʔi.tsa.tɡeoʔ	na	0	0	0	0	0	0	2!	1	0	0	1	1	0	0	0	7	4	1	3	2
	at.c͡ça.ʔi.tsa.tɡeo	na	0	0	0	0	1!	1	1	1	0	0	0	0	0	0	0	6	5	1	3	2
	at.ka.ʔi.tsa.tŋeo	na	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	6	4	1	3	2
