UR	ŋan.ki.ɽi.ki.rim.pa.ji	Stress	Max	Dep	Ident(voice)	Ident(high)	Onset	Agree(LABIAL)	*Complex Onset	*Complex Coda	Align-L	Align-R	Ft-Bin	Trochaic	Align-Ft-L	Align-Ft-R	Leftmost	Nonfinality-syl-stress	*[+consonantal, -voice]	NoCoda	Agree(voice)	*CC	Parse	Rightmost	WSP	Nonfinality-syl-footing	Iambic	All-Ft-Right	All-Ft-Left
	ŋan.ki.ɽi.ci.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.k̠͡x̠i.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jɪː	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pəː.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽɰ.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	0	3	3	3	4	1	5	2	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.ɪi	(p.n).n.(s.n).(s.n)	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	2	1	3	7	8
	ŋan.ki.ɽi.kʰi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.p͡ta.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ɡ͡ɣan.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ti.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rib͡β.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.ri.pa.ji	(p.n).n.(s.n).(s.n)	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	1	5	0	1	3	7	8
	ŋan.kɰ.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	1!	1	0	0	0	0	0	0	0	0	3	3	3	4	1	5	2	1	3	7	8
	ŋaŋ+.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kiə.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.paʔ.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	1	5	1	1	3	7	8
	ŋan.ti.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.g͡bi.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.qa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.ba.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.jɨ	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ɡ͡ɣi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pʔa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	2	2	3	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rɯm.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.kɨ.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.pi.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.paə.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋæn.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.bʰa.ji	(p.n).n.(s.n).(s.n)	0	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rimʔ.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	2	0	1	0	0	0	0	0	0	0	0	4	2	2	3	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.k+a.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.ɻim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.ʔa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	1!	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.p͡fa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.riŋ.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	1!	0	1	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.kiʔ.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	1!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	3	3	1	5	2	1	3	7	8
	ɡ̠̠͡ɣ̠an.ki.ɽi.ki.rim.pa.ji	(p.n).n.(s.n).(s.n)	0	0	0	0	0	0	0	0	1!	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
	ŋan.ki.ɽi.ki.rim.pa.i	(p.n).n.(s.n).(s.n)	1!	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	5	1	1	3	7	8
